scooter, user, initialLoad, finalLoad, sourceX, sourceY, destinationX, destinationY, startTime, endTime
110,103,3,4,4.36185,50.85406,4.36846,50.84442,2018-03-22T22:06:07,2018-03-23T06:47:17
15,115,0,4,4.36184,50.84602,4.37217,50.85177,2018-03-22T22:00:52,2018-03-23T06:48:22
83,143,3,4,4.3665,50.84185,4.36071,50.82366,2018-03-22T22:04:41,2018-03-23T06:49:14
112,330,3,4,4.36015,50.82413,4.37837,50.8263,2018-03-22T22:07:25,2018-03-23T06:50:52
584,316,2,4,4.37273,50.84158,4.37562,50.84685,2018-03-22T22:00:21,2018-03-23T06:54:39
64,48,3,4,4.37762,50.86451,4.36398,50.85268,2018-03-22T22:03:12,2018-03-23T06:55:20
238,390,0,4,4.36893,50.82747,4.3772,50.83816,2018-03-22T23:31:57,2018-03-23T06:55:50
165,113,0,4,4.36588,50.82673,4.37512,50.85008,2018-03-22T22:04:17,2018-03-23T06:55:58
507,155,2,4,4.37189,50.82782,4.37103,50.85801,2018-03-22T23:51:35,2018-03-23T06:56:49
176,52,1,4,4.36884,50.8471,4.37317,50.83789,2018-03-23T23:09:27,2018-03-24T05:02:31
589,215,0,4,4.37919,50.83445,4.37041,50.84573,2018-03-23T22:02:06,2018-03-24T05:05:37
205,342,0,4,4.37522,50.82463,4.37681,50.83157,2018-03-23T23:21:14,2018-03-24T05:05:39
442,320,3,4,4.36942,50.84283,4.36585,50.83615,2018-03-23T22:59:35,2018-03-24T05:10:26
120,480,3,4,4.36942,50.85286,4.36341,50.86228,2018-03-23T22:09:50,2018-03-24T05:20:25
462,90,3,4,4.37919,50.82319,4.37456,50.86164,2018-03-23T22:00:42,2018-03-24T05:20:31
203,203,0,4,4.36687,50.85502,4.36658,50.82331,2018-03-23T23:13:30,2018-03-24T05:24:47
185,285,2,4,4.37189,50.87557,4.37809,50.87756,2018-03-23T22:05:26,2018-03-24T05:28:04
370,106,1,4,4.37788,50.87544,4.37991,50.83104,2018-03-23T22:05:24,2018-03-24T05:29:51
12,184,1,4,4.372,50.83635,4.36882,50.86621,2018-03-23T22:01:21,2018-03-24T05:34:44
573,367,2,4,4.36239,50.87647,4.36845,50.82851,2018-03-23T22:06:10,2018-03-24T05:38:41
536,25,0,4,4.36858,50.87139,4.37222,50.84893,2018-03-23T22:01:24,2018-03-24T05:43:00
511,77,2,4,4.37554,50.84312,4.37035,50.82845,2018-03-23T22:02:02,2018-03-24T05:43:42
292,310,3,4,4.3743,50.84948,4.36703,50.83385,2018-03-23T23:38:57,2018-03-24T05:45:02
71,42,1,4,4.3644,50.87154,4.36155,50.8548,2018-03-23T22:01:11,2018-03-24T05:46:36
286,369,0,4,4.36613,50.83126,4.36196,50.85833,2018-03-23T22:07:50,2018-03-24T05:46:41
57,20,1,4,4.37402,50.86216,4.36088,50.87889,2018-03-23T23:01:32,2018-03-24T05:46:50
44,338,0,4,4.37612,50.87275,4.37135,50.84379,2018-03-23T22:03:43,2018-03-24T05:52:12
588,370,2,4,4.36627,50.84285,4.37835,50.84531,2018-03-23T23:35:37,2018-03-24T05:52:30
418,427,2,4,4.37465,50.82354,4.36282,50.87418,2018-03-23T23:48:50,2018-03-24T05:52:48
350,534,1,4,4.37096,50.82546,4.36417,50.8536,2018-03-23T23:35:02,2018-03-24T05:53:09
507,416,2,4,4.37103,50.85801,4.37443,50.85405,2018-03-23T22:06:10,2018-03-24T05:53:35
181,93,2,4,4.37852,50.86272,4.3646,50.85506,2018-03-23T23:30:29,2018-03-24T05:56:57
308,330,2,4,4.37008,50.8656,4.37074,50.859,2018-03-23T22:08:31,2018-03-24T06:03:51
155,358,0,4,4.37311,50.84499,4.37935,50.82059,2018-03-23T22:01:13,2018-03-24T06:04:19
558,152,1,4,4.37221,50.86105,4.36556,50.8661,2018-03-23T22:03:37,2018-03-24T06:08:03
446,428,2,4,4.37114,50.83011,4.37241,50.86577,2018-03-23T22:41:45,2018-03-24T06:08:34
247,273,3,4,4.36859,50.86283,4.36761,50.84794,2018-03-23T22:06:28,2018-03-24T06:08:38
115,5,3,4,4.36405,50.85473,4.37676,50.84663,2018-03-23T23:36:23,2018-03-24T06:09:46
571,253,0,4,4.37856,50.87417,4.36567,50.8637,2018-03-23T22:03:01,2018-03-24T06:12:51
228,362,3,4,4.37941,50.82126,4.36368,50.86037,2018-03-23T22:06:01,2018-03-24T06:13:49
474,476,0,4,4.36596,50.87902,4.37901,50.83449,2018-03-23T22:01:34,2018-03-24T06:14:22
486,400,2,4,4.37676,50.87763,4.37216,50.86666,2018-03-23T22:03:30,2018-03-24T06:16:36
142,16,0,4,4.36265,50.84681,4.36617,50.86342,2018-03-23T23:24:09,2018-03-24T06:17:51
102,239,2,4,4.37316,50.83197,4.37673,50.8417,2018-03-23T22:00:40,2018-03-24T06:18:57
75,402,1,4,4.36592,50.86313,4.37003,50.83695,2018-03-23T22:01:17,2018-03-24T06:19:10
424,464,3,4,4.36706,50.85511,4.3746,50.8319,2018-03-23T22:03:31,2018-03-24T06:23:13
232,17,0,4,4.37674,50.85883,4.37672,50.86188,2018-03-23T22:03:10,2018-03-24T06:26:49
312,149,1,4,4.37644,50.83264,4.36714,50.83385,2018-03-23T22:01:50,2018-03-24T06:29:35
184,305,0,4,4.3761,50.85345,4.36948,50.82391,2018-03-23T22:01:19,2018-03-24T06:29:43
275,129,2,4,4.36694,50.84245,4.36874,50.85673,2018-03-23T23:00:30,2018-03-24T06:34:30
81,229,3,4,4.37433,50.85018,4.37909,50.84839,2018-03-23T22:00:03,2018-03-24T06:43:04
565,363,3,4,4.37633,50.87904,4.36446,50.84056,2018-03-23T22:42:42,2018-03-24T06:43:29
24,132,2,4,4.3695,50.8654,4.36306,50.86854,2018-03-23T22:00:52,2018-03-24T06:43:39
362,359,2,4,4.37825,50.87765,4.36599,50.85997,2018-03-23T22:13:27,2018-03-24T06:44:23
564,230,2,4,4.36589,50.8675,4.37127,50.83298,2018-03-23T22:00:48,2018-03-24T06:50:21
339,320,3,4,4.37182,50.83357,4.36511,50.82023,2018-03-23T22:09:02,2018-03-24T06:50:41
341,522,3,4,4.36831,50.87269,4.36762,50.84332,2018-03-23T22:03:11,2018-03-24T06:51:00
236,316,1,4,4.37945,50.87407,4.37805,50.86229,2018-03-23T22:05:34,2018-03-24T06:53:13
598,401,1,4,4.36101,50.82666,4.36843,50.86218,2018-03-23T22:01:05,2018-03-24T06:55:39
282,119,0,4,4.37835,50.87755,4.37495,50.85221,2018-03-23T22:00:44,2018-03-24T06:55:45
6,137,2,4,4.36848,50.85173,4.37999,50.8436,2018-03-23T23:38:19,2018-03-24T06:56:56
200,119,2,4,4.37263,50.85702,4.36127,50.82507,2018-03-23T23:51:17,2018-03-24T06:58:22
521,111,0,4,4.36217,50.82933,4.37755,50.87705,2018-03-24T23:04:07,2018-03-25T05:02:12
575,387,3,4,4.36363,50.827,4.37205,50.82719,2018-03-24T22:00:32,2018-03-25T05:03:35
365,368,0,4,4.3722,50.85831,4.37265,50.86427,2018-03-24T22:00:33,2018-03-25T05:04:43
563,2,0,4,4.37395,50.83931,4.36792,50.87498,2018-03-24T22:04:27,2018-03-25T05:05:36
227,354,1,4,4.36042,50.84338,4.37275,50.82337,2018-03-24T22:52:21,2018-03-25T05:07:49
136,211,0,4,4.36727,50.8337,4.3723,50.84768,2018-03-24T22:12:19,2018-03-25T05:11:06
339,520,0,4,4.36511,50.82023,4.37694,50.84745,2018-03-24T22:01:27,2018-03-25T05:23:12
173,165,3,4,4.37604,50.85445,4.37039,50.84738,2018-03-24T23:29:52,2018-03-25T05:24:29
475,192,0,4,4.37524,50.8316,4.36476,50.82489,2018-03-24T22:05:57,2018-03-25T05:25:29
552,385,1,4,4.36758,50.85179,4.36135,50.85411,2018-03-24T22:01:18,2018-03-25T05:26:15
94,235,1,4,4.37437,50.83573,4.37017,50.8554,2018-03-24T22:07:34,2018-03-25T05:31:51
35,437,1,4,4.36159,50.84408,4.36693,50.86842,2018-03-24T22:07:25,2018-03-25T05:34:07
256,407,0,4,4.37558,50.83475,4.36289,50.85784,2018-03-24T22:01:47,2018-03-25T05:34:15
192,315,0,4,4.36412,50.85522,4.36654,50.82464,2018-03-24T22:02:40,2018-03-25T05:37:00
341,37,2,4,4.37938,50.85081,4.37637,50.86083,2018-03-24T22:02:25,2018-03-25T05:37:48
424,296,0,4,4.36694,50.838,4.37766,50.87706,2018-03-24T22:00:47,2018-03-25T05:38:46
460,116,0,4,4.37938,50.86969,4.36436,50.8535,2018-03-24T23:45:39,2018-03-25T05:39:47
31,149,3,4,4.36156,50.84055,4.37934,50.84883,2018-03-24T23:51:00,2018-03-25T05:40:53
336,88,0,4,4.3724,50.86026,4.36133,50.82974,2018-03-24T23:36:43,2018-03-25T05:42:20
73,137,3,4,4.37654,50.83883,4.37588,50.87299,2018-03-24T22:04:51,2018-03-25T05:46:17
321,437,0,4,4.37948,50.8315,4.37896,50.84497,2018-03-24T22:03:44,2018-03-25T05:48:18
15,291,3,4,4.37903,50.85707,4.3669,50.85465,2018-03-24T22:00:34,2018-03-25T05:49:21
228,499,1,4,4.36728,50.83039,4.36432,50.87312,2018-03-24T22:01:47,2018-03-25T05:49:47
516,162,0,4,4.37611,50.85211,4.37914,50.86455,2018-03-24T23:22:35,2018-03-25T05:51:10
495,395,2,4,4.36193,50.87511,4.36915,50.87861,2018-03-24T22:00:44,2018-03-25T05:51:44
399,8,1,4,4.37741,50.85682,4.37709,50.82966,2018-03-24T22:06:33,2018-03-25T05:54:39
542,326,2,4,4.37603,50.86958,4.37254,50.84292,2018-03-24T22:05:06,2018-03-25T05:55:26
461,248,1,4,4.37528,50.85089,4.36976,50.87316,2018-03-24T22:06:12,2018-03-25T05:56:44
269,532,0,4,4.37142,50.86674,4.37577,50.87745,2018-03-24T22:04:13,2018-03-25T05:59:31
319,270,2,4,4.37511,50.87076,4.37812,50.85587,2018-03-24T22:09:07,2018-03-25T05:59:54
313,481,0,4,4.36732,50.85276,4.36267,50.83623,2018-03-24T22:24:11,2018-03-25T06:00:31
24,309,2,4,4.37846,50.82167,4.36146,50.84596,2018-03-24T22:02:00,2018-03-25T06:03:03
536,262,0,4,4.36361,50.84305,4.37546,50.82936,2018-03-24T23:13:00,2018-03-25T06:04:55
124,506,2,4,4.37611,50.87833,4.3607,50.87406,2018-03-24T22:01:28,2018-03-25T06:07:38
520,430,3,4,4.36742,50.86948,4.36185,50.83199,2018-03-24T22:00:20,2018-03-25T06:09:31
120,506,1,4,4.36989,50.83968,4.37656,50.8617,2018-03-24T22:04:58,2018-03-25T06:10:07
200,428,3,4,4.3623,50.84763,4.36538,50.86053,2018-03-24T23:33:19,2018-03-25T06:16:17
114,525,3,4,4.37608,50.82093,4.3773,50.82222,2018-03-24T22:01:03,2018-03-25T06:16:18
243,514,3,4,4.37238,50.83383,4.36666,50.86773,2018-03-24T22:11:02,2018-03-25T06:18:14
515,89,0,4,4.36608,50.86299,4.37179,50.86485,2018-03-24T22:04:28,2018-03-25T06:24:56
489,531,3,4,4.3609,50.82092,4.37496,50.87241,2018-03-24T23:26:35,2018-03-25T06:25:29
388,149,0,4,4.36271,50.87845,4.37932,50.84828,2018-03-24T23:36:30,2018-03-25T06:26:10
262,539,0,4,4.37245,50.87172,4.36049,50.845,2018-03-24T22:06:41,2018-03-25T06:28:24
3,96,3,4,4.36944,50.82462,4.37452,50.84397,2018-03-24T22:01:25,2018-03-25T06:30:13
559,3,2,4,4.37251,50.83362,4.37743,50.84416,2018-03-24T22:09:51,2018-03-25T06:31:05
364,235,1,4,4.36502,50.82812,4.36555,50.87044,2018-03-24T22:00:32,2018-03-25T06:32:00
302,143,3,4,4.37948,50.85748,4.37549,50.85615,2018-03-24T22:00:44,2018-03-25T06:34:54
496,266,1,4,4.36105,50.84559,4.36348,50.82752,2018-03-24T22:00:41,2018-03-25T06:45:57
528,325,0,4,4.36489,50.86007,4.37137,50.87193,2018-03-24T22:04:32,2018-03-25T06:49:13
246,311,3,4,4.37605,50.82365,4.36212,50.8437,2018-03-24T22:11:39,2018-03-25T06:49:39
292,451,2,4,4.36703,50.83385,4.37932,50.85795,2018-03-24T22:07:51,2018-03-25T06:50:49
374,187,1,4,4.37408,50.82204,4.37178,50.84661,2018-03-24T23:30:06,2018-03-25T06:55:43
132,403,1,4,4.37946,50.84102,4.36831,50.86916,2018-03-24T22:08:41,2018-03-25T06:57:10
230,183,3,4,4.36953,50.8476,4.36071,50.84812,2018-03-24T22:03:58,2018-03-25T06:59:18
266,450,0,4,4.36677,50.84508,4.3787,50.86602,2018-03-25T22:11:47,2018-03-26T05:00:18
546,376,1,4,4.36485,50.82029,4.36328,50.84015,2018-03-25T22:07:26,2018-03-26T05:00:34
152,405,1,4,4.3681,50.83528,4.36277,50.85297,2018-03-25T22:00:03,2018-03-26T05:00:40
133,61,1,4,4.37647,50.85524,4.36898,50.86652,2018-03-25T22:06:34,2018-03-26T05:02:37
255,286,0,4,4.36758,50.85547,4.37644,50.83682,2018-03-25T23:59:18,2018-03-26T05:03:59
501,346,3,4,4.36245,50.85331,4.3643,50.83614,2018-03-25T22:05:31,2018-03-26T05:06:34
144,151,1,4,4.37949,50.82302,4.36927,50.87072,2018-03-25T22:02:51,2018-03-26T05:07:41
349,244,3,4,4.37658,50.87066,4.3734,50.86674,2018-03-25T23:53:45,2018-03-26T05:08:55
19,190,1,4,4.36566,50.83904,4.36766,50.83049,2018-03-25T22:02:34,2018-03-26T05:10:14
82,485,1,4,4.37189,50.84277,4.3649,50.84647,2018-03-25T22:02:10,2018-03-26T05:10:52
137,365,1,4,4.37572,50.82466,4.36019,50.83167,2018-03-25T22:03:57,2018-03-26T05:14:20
193,303,1,4,4.36182,50.87068,4.36951,50.87613,2018-03-25T22:06:00,2018-03-26T05:16:39
413,330,3,4,4.36932,50.86988,4.37238,50.87212,2018-03-25T22:47:49,2018-03-26T05:18:02
360,122,1,4,4.37974,50.86052,4.37981,50.86358,2018-03-25T22:01:01,2018-03-26T05:23:15
488,500,0,4,4.3608,50.86021,4.36988,50.82873,2018-03-25T22:07:32,2018-03-26T05:25:25
51,245,3,4,4.36093,50.8651,4.3641,50.85225,2018-03-25T22:04:59,2018-03-26T05:26:12
156,366,3,4,4.36926,50.86223,4.36437,50.87115,2018-03-25T22:09:55,2018-03-26T05:27:18
236,233,0,4,4.37868,50.85943,4.36219,50.87349,2018-03-25T23:42:12,2018-03-26T05:28:49
128,506,1,4,4.37383,50.86339,4.36173,50.86688,2018-03-25T22:01:37,2018-03-26T05:31:39
368,289,1,4,4.36625,50.84157,4.36648,50.87785,2018-03-25T22:03:15,2018-03-26T05:36:23
434,261,1,4,4.36956,50.8761,4.37341,50.87767,2018-03-25T22:02:49,2018-03-26T05:37:22
80,101,0,4,4.36961,50.86978,4.36205,50.8204,2018-03-25T23:41:40,2018-03-26T05:38:59
576,518,3,4,4.37184,50.87171,4.36913,50.83608,2018-03-25T23:57:57,2018-03-26T05:39:44
166,261,0,4,4.37443,50.85583,4.36257,50.86793,2018-03-25T23:17:39,2018-03-26T05:40:39
278,59,0,4,4.37481,50.85626,4.37281,50.86566,2018-03-25T22:00:45,2018-03-26T05:41:28
181,320,3,4,4.36186,50.85956,4.3664,50.84554,2018-03-25T22:04:53,2018-03-26T05:43:22
194,474,0,4,4.36183,50.86978,4.3665,50.87027,2018-03-25T22:00:55,2018-03-26T05:43:24
1,340,0,4,4.37378,50.82209,4.37825,50.83099,2018-03-25T22:04:04,2018-03-26T05:45:09
499,543,2,4,4.37951,50.82509,4.37851,50.865,2018-03-25T22:03:33,2018-03-26T05:45:10
359,527,0,4,4.37295,50.82972,4.36383,50.85444,2018-03-25T23:26:39,2018-03-26T05:45:18
419,484,2,4,4.37053,50.82945,4.37434,50.83069,2018-03-25T23:42:08,2018-03-26T05:47:23
470,296,2,4,4.37434,50.82925,4.36842,50.82263,2018-03-25T22:05:03,2018-03-26T05:49:43
48,211,3,4,4.36002,50.86341,4.36103,50.84121,2018-03-25T22:06:11,2018-03-26T05:50:27
294,384,0,4,4.36404,50.85081,4.3779,50.87171,2018-03-25T22:06:26,2018-03-26T05:53:02
514,65,1,4,4.37409,50.82643,4.36509,50.85227,2018-03-25T22:07:33,2018-03-26T05:53:47
28,402,0,4,4.36769,50.84454,4.36858,50.87351,2018-03-25T23:37:49,2018-03-26T05:54:28
215,298,2,4,4.3676,50.84237,4.37337,50.86133,2018-03-25T23:53:07,2018-03-26T05:55:05
53,496,0,4,4.36174,50.82849,4.37797,50.86051,2018-03-25T22:00:28,2018-03-26T05:58:37
224,420,3,4,4.36952,50.86767,4.37671,50.8385,2018-03-25T22:02:12,2018-03-26T06:01:35
535,472,1,4,4.36875,50.85147,4.37507,50.86303,2018-03-25T22:04:53,2018-03-26T06:03:01
232,249,1,4,4.37765,50.8387,4.36521,50.87329,2018-03-25T22:13:08,2018-03-26T06:03:22
191,431,0,4,4.36619,50.86878,4.37518,50.85335,2018-03-25T22:02:04,2018-03-26T06:04:18
369,395,0,4,4.36149,50.87317,4.37849,50.83405,2018-03-25T22:03:25,2018-03-26T06:04:29
338,127,3,4,4.36036,50.85245,4.3635,50.82421,2018-03-25T22:03:02,2018-03-26T06:05:04
325,296,3,4,4.36469,50.87179,4.3776,50.87154,2018-03-25T22:10:41,2018-03-26T06:05:21
505,448,3,4,4.36148,50.84332,4.36763,50.8448,2018-03-25T22:08:28,2018-03-26T06:07:20
218,3,1,4,4.36034,50.85722,4.36578,50.84947,2018-03-25T22:00:06,2018-03-26T06:10:34
143,380,1,4,4.36812,50.84704,4.37404,50.84973,2018-03-25T22:04:23,2018-03-26T06:10:50
39,38,1,4,4.3695,50.85864,4.36457,50.83623,2018-03-25T22:07:12,2018-03-26T06:11:14
335,396,2,4,4.36363,50.87554,4.37733,50.82091,2018-03-25T23:11:54,2018-03-26T06:15:13
378,462,3,4,4.37475,50.84891,4.36218,50.82816,2018-03-25T22:03:01,2018-03-26T06:16:57
494,402,1,4,4.37988,50.87045,4.37531,50.82529,2018-03-25T23:27:01,2018-03-26T06:18:32
594,539,0,4,4.36096,50.8581,4.37787,50.87919,2018-03-25T22:28:35,2018-03-26T06:19:13
376,399,2,4,4.36969,50.84661,4.37406,50.82318,2018-03-25T23:42:34,2018-03-26T06:23:30
183,454,3,4,4.37031,50.85757,4.36109,50.8629,2018-03-25T22:06:54,2018-03-26T06:25:06
332,91,1,4,4.36977,50.85777,4.36837,50.8206,2018-03-25T22:08:50,2018-03-26T06:25:23
235,106,3,4,4.36866,50.82586,4.37309,50.87744,2018-03-25T22:03:00,2018-03-26T06:25:30
138,77,0,4,4.36562,50.82714,4.37433,50.85914,2018-03-25T22:00:45,2018-03-26T06:28:35
540,129,0,4,4.37022,50.85148,4.36664,50.85529,2018-03-25T22:00:04,2018-03-26T06:33:58
473,497,2,4,4.36647,50.83473,4.36418,50.86398,2018-03-25T22:05:54,2018-03-26T06:35:47
334,515,1,4,4.37168,50.82171,4.37588,50.85936,2018-03-25T22:02:22,2018-03-26T06:36:58
361,451,0,4,4.37579,50.84835,4.36695,50.82181,2018-03-25T22:01:21,2018-03-26T06:39:34
107,447,0,4,4.36403,50.84586,4.3759,50.86107,2018-03-25T22:46:49,2018-03-26T06:40:56
347,394,0,4,4.37649,50.86538,4.36821,50.82766,2018-03-25T22:07:33,2018-03-26T06:42:25
307,481,2,4,4.36525,50.85703,4.37288,50.87681,2018-03-25T22:03:36,2018-03-26T06:45:00
153,521,1,4,4.3737,50.84306,4.36122,50.84701,2018-03-25T22:08:31,2018-03-26T06:45:25
248,423,1,4,4.37938,50.86213,4.3625,50.87021,2018-03-25T23:11:52,2018-03-26T06:53:11
216,371,1,4,4.36279,50.84381,4.37682,50.85879,2018-03-25T22:00:41,2018-03-26T06:55:59
391,35,0,4,4.36504,50.85414,4.37964,50.82255,2018-03-25T23:30:21,2018-03-26T06:56:00
134,347,2,4,4.37944,50.8266,4.37468,50.84815,2018-03-25T23:37:44,2018-03-26T06:56:46
248,270,1,4,4.3625,50.87021,4.3654,50.87162,2018-03-26T22:54:58,2018-03-27T05:03:56
511,378,1,4,4.36722,50.85761,4.36931,50.84838,2018-03-26T22:31:33,2018-03-27T05:04:24
334,417,0,4,4.37782,50.84722,4.36877,50.87832,2018-03-26T22:09:27,2018-03-27T05:10:51
92,341,1,4,4.36944,50.86972,4.37762,50.86976,2018-03-26T23:55:10,2018-03-27T05:12:48
131,367,3,4,4.36955,50.82002,4.36309,50.85241,2018-03-26T22:03:08,2018-03-27T05:15:41
341,450,3,4,4.3713,50.87332,4.3709,50.82709,2018-03-26T22:13:42,2018-03-27T05:15:53
6,87,1,4,4.36477,50.86713,4.37654,50.83336,2018-03-26T23:54:34,2018-03-27T05:18:24
106,342,3,4,4.36423,50.86369,4.37793,50.86759,2018-03-26T23:21:04,2018-03-27T05:20:39
19,135,2,4,4.36766,50.83049,4.36953,50.84894,2018-03-26T22:01:32,2018-03-27T05:24:06
137,106,2,4,4.36019,50.83167,4.37142,50.83666,2018-03-26T23:12:48,2018-03-27T05:24:12
319,159,1,4,4.37812,50.85587,4.36762,50.87535,2018-03-26T22:08:38,2018-03-27T05:28:29
55,112,0,4,4.37182,50.84215,4.36384,50.8764,2018-03-26T22:39:21,2018-03-27T05:29:21
471,203,3,4,4.37744,50.85278,4.36545,50.84033,2018-03-26T23:36:14,2018-03-27T05:30:54
88,303,1,4,4.36922,50.87819,4.3681,50.8708,2018-03-26T22:00:13,2018-03-27T05:31:10
281,509,1,4,4.37019,50.8699,4.36966,50.83277,2018-03-26T23:01:21,2018-03-27T05:31:16
4,161,1,4,4.37586,50.85345,4.36086,50.85874,2018-03-26T22:02:23,2018-03-27T05:33:13
157,521,1,4,4.37969,50.86252,4.37424,50.82454,2018-03-26T22:09:22,2018-03-27T05:33:52
578,132,2,4,4.36945,50.86741,4.369,50.83777,2018-03-26T22:01:01,2018-03-27T05:34:07
500,92,1,4,4.37683,50.86101,4.37954,50.86884,2018-03-26T23:01:03,2018-03-27T05:37:18
482,515,2,4,4.36772,50.84486,4.37257,50.84689,2018-03-26T22:02:17,2018-03-27T05:39:09
361,272,3,4,4.36513,50.83515,4.37207,50.84142,2018-03-26T22:00:12,2018-03-27T05:40:29
196,224,0,4,4.36471,50.84034,4.36228,50.85772,2018-03-26T22:05:00,2018-03-27T05:42:10
216,29,3,4,4.36714,50.82434,4.37542,50.86954,2018-03-26T23:17:33,2018-03-27T05:43:22
195,185,3,4,4.37513,50.8534,4.37493,50.86369,2018-03-26T22:01:06,2018-03-27T05:43:37
136,76,2,4,4.37045,50.87745,4.37736,50.87513,2018-03-26T22:04:05,2018-03-27T05:49:02
65,364,2,4,4.37584,50.84387,4.36545,50.87463,2018-03-26T22:02:00,2018-03-27T05:51:05
504,399,1,4,4.3784,50.82306,4.37929,50.86395,2018-03-26T22:00:10,2018-03-27T05:51:20
41,60,0,4,4.36673,50.836,4.36195,50.86429,2018-03-26T23:26:26,2018-03-27T05:56:35
457,172,1,4,4.36346,50.85864,4.37507,50.84044,2018-03-26T23:41:46,2018-03-27T05:58:46
306,148,2,4,4.3706,50.84226,4.37509,50.86069,2018-03-26T22:07:01,2018-03-27T06:04:18
222,279,3,4,4.36972,50.85536,4.36901,50.85312,2018-03-26T22:00:00,2018-03-27T06:04:20
0,18,3,4,4.362,50.8412,4.36131,50.86068,2018-03-26T22:09:37,2018-03-27T06:04:32
400,66,2,4,4.36162,50.82996,4.37043,50.87774,2018-03-26T22:02:17,2018-03-27T06:04:45
502,142,3,4,4.36882,50.84508,4.37986,50.82505,2018-03-26T22:07:08,2018-03-27T06:05:00
435,228,3,4,4.36218,50.86089,4.36244,50.82169,2018-03-26T22:01:27,2018-03-27T06:05:23
257,67,0,4,4.3662,50.84958,4.36108,50.8572,2018-03-26T22:00:36,2018-03-27T06:06:38
382,124,0,4,4.37478,50.87023,4.37651,50.86663,2018-03-26T22:05:31,2018-03-27T06:09:00
130,414,3,4,4.36873,50.83862,4.36799,50.87612,2018-03-26T22:07:48,2018-03-27T06:10:33
38,536,1,4,4.36104,50.8556,4.37774,50.84921,2018-03-26T22:04:41,2018-03-27T06:12:11
297,57,3,4,4.36811,50.83831,4.37489,50.85162,2018-03-26T22:09:32,2018-03-27T06:15:54
497,315,3,4,4.36789,50.8661,4.37192,50.85724,2018-03-26T23:05:57,2018-03-27T06:17:45
236,421,3,4,4.36219,50.87349,4.36435,50.83798,2018-03-26T22:05:55,2018-03-27T06:20:11
132,451,3,4,4.3778,50.8472,4.36287,50.85672,2018-03-26T22:01:47,2018-03-27T06:20:46
490,219,0,4,4.36409,50.84977,4.37996,50.83795,2018-03-26T22:04:23,2018-03-27T06:21:33
556,424,1,4,4.36149,50.82791,4.36968,50.8423,2018-03-26T22:01:36,2018-03-27T06:23:06
81,367,2,4,4.37845,50.87004,4.37626,50.84346,2018-03-26T22:10:52,2018-03-27T06:24:29
424,517,0,4,4.37976,50.84746,4.36554,50.85665,2018-03-26T23:58:07,2018-03-27T06:32:04
75,104,0,4,4.3734,50.87061,4.37794,50.85301,2018-03-26T23:18:38,2018-03-27T06:33:53
15,345,2,4,4.37991,50.85481,4.36481,50.85992,2018-03-26T23:31:55,2018-03-27T06:34:31
343,166,2,4,4.36037,50.86926,4.3784,50.8389,2018-03-26T22:00:39,2018-03-27T06:34:42
412,525,0,4,4.36397,50.82228,4.36609,50.8711,2018-03-26T22:00:16,2018-03-27T06:36:17
591,398,1,4,4.37296,50.87001,4.36282,50.84413,2018-03-26T22:00:38,2018-03-27T06:36:32
385,82,0,4,4.36297,50.85268,4.37043,50.84944,2018-03-26T22:00:47,2018-03-27T06:43:00
214,386,1,4,4.36124,50.83274,4.36388,50.87519,2018-03-26T23:04:26,2018-03-27T06:43:12
536,400,0,4,4.37789,50.84253,4.3662,50.85737,2018-03-26T22:04:18,2018-03-27T06:43:36
325,69,2,4,4.37661,50.85263,4.37016,50.84686,2018-03-26T22:02:15,2018-03-27T06:44:08
514,481,3,4,4.37222,50.85782,4.37577,50.82736,2018-03-26T22:05:11,2018-03-27T06:46:13
79,301,3,4,4.37565,50.8496,4.37056,50.85922,2018-03-26T23:45:36,2018-03-27T06:49:27
220,36,0,4,4.36293,50.86762,4.36201,50.83417,2018-03-26T22:00:15,2018-03-27T06:50:19
393,542,0,4,4.36004,50.84691,4.37522,50.82534,2018-03-26T23:59:33,2018-03-27T06:50:50
474,145,2,4,4.36597,50.85391,4.37631,50.87121,2018-03-26T22:05:17,2018-03-27T06:51:35
170,447,2,4,4.36891,50.87575,4.37286,50.83381,2018-03-26T22:02:33,2018-03-27T06:52:15
383,265,0,4,4.36474,50.87913,4.37478,50.86317,2018-03-26T22:00:17,2018-03-27T06:52:15
458,467,2,4,4.3644,50.86701,4.37137,50.84835,2018-03-26T22:16:09,2018-03-27T06:53:44
593,122,1,4,4.37769,50.87792,4.3712,50.84455,2018-03-27T22:03:48,2018-03-28T05:00:02
504,483,0,4,4.37929,50.86395,4.36453,50.84494,2018-03-27T22:06:45,2018-03-28T05:02:17
6,97,3,4,4.37654,50.83336,4.37137,50.82935,2018-03-27T23:45:43,2018-03-28T05:02:41
465,445,1,4,4.37229,50.87742,4.37611,50.87674,2018-03-27T22:06:34,2018-03-28T05:09:56
392,486,0,4,4.36128,50.83355,4.37314,50.85823,2018-03-27T23:56:35,2018-03-28T05:16:14
336,414,3,4,4.37172,50.83908,4.37307,50.86917,2018-03-27T22:06:15,2018-03-28T05:19:24
78,410,0,4,4.37882,50.82127,4.3786,50.83841,2018-03-27T22:02:52,2018-03-28T05:20:10
96,55,3,4,4.3777,50.82508,4.36803,50.83535,2018-03-27T22:04:25,2018-03-28T05:20:19
